"Story","Title","Result","Date","Stability","Duration (s)"
"User","Get all categories - As admin I can get data of all categories","FAILURE","2023-06-04T16:11:40.358+07:00[Asia/Bangkok]","0.0","0.84"
"User","Add new product - As admin I can add new data","FAILURE","2023-06-04T16:11:41.301+07:00[Asia/Bangkok]","0.0","4.5"
